Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player-additional
Dorian Finney-Smith,31,BRK,PF,20,20,579,12.3,0.613,0.679,0.151,6,12.4,9.1,8.2,1.5,2.1,9.6,14.3,0.7,0.4,1.1,0.095,0,0,0,0.3,3.7,8,0.459,2.4,5.4,0.435,1.3,2.6,0.51,0.607,0.8,1.2,0.625,1.6,3,4.6,1.6,0.9,0.6,0.9,2.7,10.4,finnedo01
Dorian Finney-Smith,31,BRK,PF,20,20,579,12.3,0.613,0.679,0.151,6,12.4,9.1,8.2,1.5,2.1,9.6,14.3,0.7,0.4,1.1,0.095,0,0,0,0.3,2.5,5.1,0.486,1.6,3.7,0.423,0.9,1.4,0.65,0.639,0.3,0.4,0.8,0.9,2.1,3.1,0.9,0.8,0,0.7,2.2,6.9,finnedo01
Dorian Finney-Smith,31,LAL,PF,14,3,334,9.2,0.647,0.722,0.069,4.5,9.9,7.3,4.8,1.6,0,11.9,11.1,0.3,0.2,0.5,0.077,-1.9,-0.4,-2.4,0,3.2,6.8,0.468,2,4.7,0.431,1.1,2.1,0.549,0.617,0.6,0.9,0.655,1.3,2.6,3.9,1.3,0.9,0.4,0.8,2.5,8.9,finnedo01
Dorian Finney-Smith,31,LAL,PF,14,3,334,9.2,0.647,0.722,0.069,4.5,9.9,7.3,4.8,1.6,0,11.9,11.1,0.3,0.2,0.5,0.077,-1.9,-0.4,-2.4,0,3.7,8,0.459,2.4,5.4,0.435,1.3,2.6,0.51,0.607,0.8,1.2,0.625,1.6,3,4.6,1.6,0.9,0.6,0.9,2.7,10.4,finnedo01
Dorian Finney-Smith,31,LAL,PF,14,3,334,9.2,0.647,0.722,0.069,4.5,9.9,7.3,4.8,1.6,0,11.9,11.1,0.3,0.2,0.5,0.077,-1.9,-0.4,-2.4,0,2.5,5.1,0.486,1.6,3.7,0.423,0.9,1.4,0.65,0.639,0.3,0.4,0.8,0.9,2.1,3.1,0.9,0.8,0,0.7,2.2,6.9,finnedo01
Isaiah Stewart,23,DET,C,45,3,911,13.9,0.584,0.171,0.228,10.9,20.6,15.8,11.2,1,5.9,15.5,11.7,1.3,1.2,2.5,0.13,-1.9,1.7,-0.2,0.4,2.3,4.3,0.528,0.2,0.7,0.242,2.1,3.6,0.588,0.549,0.8,1,0.818,2,3.8,5.8,1.7,0.4,1.2,0.9,2.5,5.5,stewais01
Kevin Huerter,26,SAC,SG,43,15,899,10.6,0.524,0.661,0.09,2.3,12.4,7.3,11,1.9,1.7,10.3,17,0.1,0.8,0.9,0.046,-2.2,-0.1,-2.4,-0.1,3,7.2,0.413,1.4,4.8,0.302,1.5,2.4,0.629,0.513,0.5,0.7,0.714,0.4,2.3,2.8,1.7,0.8,0.4,0.9,1.6,7.9,huertke01
T.J. McConnell,32,IND,PG,48,0,898,19.1,0.549,0.068,0.111,3.4,12.1,7.8,36.5,3.2,1.4,14.6,24.5,0.9,1,1.9,0.102,0.6,0.7,1.3,0.8,4.5,8.6,0.527,0.1,0.6,0.25,4.4,8,0.547,0.535,0.7,1,0.739,0.6,2.1,2.6,4.5,1.2,0.3,1.5,1.1,9.9,mccontj01
Jaden Ivey,22,DET,SG,30,30,898,15.1,0.569,0.373,0.281,5,10.3,7.7,20.2,1.5,1.2,16.1,26.2,0.4,0.7,1.1,0.06,0.7,-1.1,-0.4,0.4,6.3,13.8,0.46,2.1,5.1,0.409,4.2,8.6,0.49,0.536,2.8,3.9,0.733,1.3,2.8,4.1,4,0.9,0.4,3,2.2,17.6,iveyja01
Trayce Jackson-Davis,24,GSW,C,46,37,897,18.3,0.583,0.004,0.309,12.3,21.5,16.7,16.2,1.1,3.6,11,16.6,1.8,1.2,3,0.16,0.4,0.8,1.1,0.7,3.4,6,0.568,0,0,0,3.4,6,0.57,0.568,1.1,1.9,0.605,2.3,3.8,6.2,2.1,0.5,0.7,0.8,1.4,8,jackstr02
Isaiah Collier,20,UTA,PG,40,15,895,6.7,0.448,0.331,0.171,1.6,12,6.9,32.4,1.7,0.8,29.3,17.5,-1.4,0.3,-1.1,-0.06,-5.6,-1.5,-7.1,-1.2,2.4,6.1,0.392,0.5,2,0.222,2,4.1,0.476,0.429,0.7,1.1,0.619,0.3,2.5,2.8,5.2,0.8,0.2,2.7,2.2,5.9,colliis01
A.J. Green,25,MIL,SG,41,5,894,10.2,0.642,0.867,0.062,1.4,9.7,5.7,7.7,1.2,0.4,8.5,13.2,1.1,0.6,1.7,0.091,-1.3,-0.6,-1.9,0,2.6,5.9,0.444,2.2,5.1,0.435,0.4,0.8,0.5,0.633,0.3,0.4,0.867,0.3,2,2.3,1.3,0.5,0.1,0.6,2.1,7.8,greenaj01
Ty Jerome,27,CLE,SG,47,2,888,21,0.641,0.426,0.21,4.3,9.3,6.9,24.8,3,0.1,11.8,22.5,2.7,1.1,3.9,0.208,3.1,1,4.2,1.4,4.1,8,0.516,1.5,3.4,0.431,2.7,4.6,0.579,0.608,1.5,1.7,0.886,0.7,1.7,2.4,3.4,1.2,0,1.2,1.4,11.2,jeromty01
Kyle Kuzma,29,WAS,PF,32,30,887,10.7,0.488,0.352,0.215,3.1,18.8,10.8,14.8,1.1,0.7,12.8,26.8,-1.5,0.3,-1.3,-0.069,-2.9,-2.5,-5.4,-0.8,6,14.2,0.42,1.4,5,0.281,4.6,9.2,0.495,0.469,1.8,3.1,0.602,0.8,4.9,5.8,2.5,0.6,0.2,2.3,1.6,15.2,kuzmaky01
Kevin Porter Jr.,24,LAC,SG,45,2,884,12.3,0.476,0.26,0.187,3.7,16.3,10.1,25.2,2.4,1.2,16,25.6,-1.1,1.4,0.3,0.016,-3.1,0.6,-2.5,-0.1,3.8,9,0.423,0.6,2.4,0.245,3.2,6.7,0.485,0.455,1.1,1.7,0.645,0.6,2.9,3.6,3.2,1,0.2,1.9,1.6,9.3,porteke02
Caris LeVert,30,CLE,SF,37,2,883,15.2,0.594,0.5,0.286,2.8,10,6.5,20.3,1.7,1.9,13,18.2,1.5,1,2.5,0.135,1.2,0.6,1.8,0.8,3.6,7.8,0.466,1.6,3.9,0.414,2,3.9,0.517,0.569,1.6,2.2,0.699,0.6,2.2,2.8,3.8,0.9,0.5,1.3,1.2,10.5,leverca01
Obi Toppin,26,IND,PF,46,0,866,17.9,0.643,0.477,0.191,4.1,19.2,11.8,11.4,1.7,1.8,8.3,19.2,1.7,0.9,2.6,0.143,1.8,0,1.8,0.8,3.8,7.1,0.538,1.2,3.4,0.348,2.6,3.7,0.712,0.622,1.1,1.3,0.79,0.7,3.3,4,1.5,0.7,0.4,0.7,1.4,9.8,toppiob01
Brandon Clarke,28,MEM,PF,46,18,865,16.3,0.629,0.061,0.202,10.4,17.5,14,6.8,2.1,2.6,8.9,14.4,1.8,1.4,3.1,0.173,-0.7,1.1,0.4,0.5,3.5,5.7,0.615,0,0.3,0.063,3.5,5.3,0.65,0.616,0.8,1.2,0.679,1.8,3.2,5,1,0.9,0.5,0.6,2.5,7.8,clarkbr01
Brandin Podziemski,21,GSW,SG,36,8,864,13.1,0.538,0.502,0.143,4.1,15.9,9.8,19.2,2,0.8,11.6,16.3,0.8,1,1.8,0.1,-1.2,1.1,-0.1,0.4,3.3,7.8,0.43,1.3,3.9,0.336,2,3.9,0.525,0.514,0.9,1.1,0.8,1,3.5,4.5,3.3,1,0.2,1.1,1.5,8.9,podzibr01
Ryan Dunn,22,PHO,SF,44,27,856,10.7,0.529,0.516,0.076,6,13.3,9.8,7,1.2,2.8,6.2,15.8,0.4,0.5,1,0.054,-2.7,-0.9,-3.6,-0.3,2.8,6.3,0.448,1,3.3,0.315,1.8,3,0.59,0.529,0.2,0.5,0.476,1,2.4,3.4,1,0.5,0.6,0.4,2.4,6.9,dunnry01
Noah Clowney,20,BRK,PF,37,18,853,9.9,0.536,0.699,0.201,4.6,15.5,9.8,5.4,1.1,2.2,10.5,18.8,-0.1,0.6,0.6,0.032,-2.6,-1.1,-3.7,-0.4,3,8.1,0.375,2,5.6,0.354,1,2.4,0.422,0.498,1.4,1.6,0.85,0.9,3,3.9,0.8,0.5,0.5,1,2.4,9.4,clownno01
Ziaire Williams,23,BRK,SF,36,19,846,12.3,0.536,0.5,0.283,5,18.7,11.6,9.4,2.1,1.9,10.6,18.7,0.3,0.9,1.2,0.065,-2.5,0,-2.5,-0.1,3.2,7.9,0.406,1.3,4,0.329,1.9,4,0.483,0.488,1.8,2.3,0.815,1.1,3.7,4.7,1.4,1,0.4,1.1,2.4,9.6,willizi02
Nicolas Batum,36,LAC,PF,48,1,844,9.2,0.568,0.82,0.101,4.3,13.7,9,9.9,1.7,2.2,12.6,8.5,0.7,1.2,1.9,0.11,-2.1,1.9,-0.1,0.4,1.1,2.9,0.396,0.9,2.4,0.386,0.2,0.5,0.44,0.554,0.2,0.3,0.786,0.7,2.2,2.9,1.4,0.6,0.4,0.4,1.5,3.4,batumni01
Mason Plumlee,34,PHO,C,48,18,840,14.3,0.601,0.015,0.562,11.2,28.8,20.2,14.3,1.2,4.1,20.2,10.7,1.3,1.1,2.4,0.136,-1.9,1.2,-0.6,0.3,1.6,2.7,0.577,0,0,0,1.6,2.7,0.586,0.577,0.9,1.5,0.616,1.7,4.7,6.4,1.9,0.4,0.8,0.9,2.2,4.1,plumlma01
Sam Hauser,27,BOS,PF,42,7,834,12.8,0.613,0.86,0.008,3.5,12.8,8.1,6.8,1.7,0.9,5.8,14.3,1.2,1,2.2,0.129,0.7,0.1,0.8,0.6,2.7,6.1,0.44,2.1,5.3,0.398,0.6,0.9,0.694,0.611,0,0,1,0.6,2.3,3,1,0.7,0.2,0.4,1.1,7.5,hausesa01
Jonathan Kuminga,22,GSW,PF,32,10,832,16.6,0.539,0.274,0.4,5.4,15.1,10.1,13.8,1.7,2,9.1,27.7,0.4,1,1.4,0.08,0.4,-0.2,0.2,0.5,6.1,13.2,0.459,1.3,3.6,0.345,4.8,9.6,0.502,0.506,3.4,5.3,0.639,1.4,3.6,5,2.2,0.9,0.6,1.6,1.9,16.8,kuminjo01
Ja Morant,25,MEM,PG,29,29,825,19,0.558,0.307,0.379,2.5,12.7,7.7,38.2,2.1,1,17.5,31.1,1,1,2,0.119,2.9,-0.4,2.5,0.9,7,15.7,0.447,1.6,4.8,0.321,5.5,10.9,0.503,0.497,4.9,6,0.815,0.7,3.5,4.1,7.6,1.3,0.3,3.9,1.8,20.5,moranja01
Gabe Vincent,28,LAL,PG,41,5,824,6.4,0.516,0.68,0.05,1.6,5.6,3.6,8.3,1.7,1.1,10.9,12.3,-0.1,0.5,0.4,0.021,-4.7,-0.2,-4.9,-0.6,2,4.9,0.4,1.1,3.3,0.338,0.8,1.6,0.531,0.515,0.1,0.2,0.5,0.3,1,1.3,1.3,0.7,0.2,0.6,2,5.1,vincega01
Isaiah Hartenstein,26,OKC,C,28,27,823,19,0.575,0.052,0.285,11.2,33.7,22.6,19.6,1.3,4.2,15.9,17.2,1.4,2.2,3.6,0.208,0.5,3.1,3.6,1.2,4.9,8.9,0.554,0,0.5,0,4.9,8.4,0.585,0.554,1.6,2.5,0.648,3,9.4,12.5,4.3,0.8,1.2,1.9,2.9,11.5,harteis01
Luke Kennard,28,MEM,SG,37,5,819,15.5,0.664,0.66,0.16,3.2,10.5,6.9,19.6,1.4,0.3,12.7,15.3,2.1,0.8,2.8,0.167,2.9,0.1,3,1,3.3,6.9,0.48,2.2,4.6,0.485,1.1,2.4,0.471,0.641,1,1.1,0.878,0.6,2.2,2.9,3.5,0.7,0.1,1.1,0.8,9.8,kennalu01
Ben Simmons,28,BRK,PG,32,24,806,12.7,0.567,0,0.158,4,20.6,12,41.7,1.5,2,33.3,14.4,0.3,0.8,1.1,0.065,-2.4,1.3,-1.1,0.2,2.8,5.2,0.552,0,0,,2.8,5.2,0.552,0.552,0.6,0.8,0.692,0.9,4.3,5.2,7,0.8,0.5,2.8,2.5,6.3,simmobe01
Andre Jackson Jr.,23,MIL,SG,46,38,804,8.6,0.554,0.419,0.113,7.3,12.7,10.1,10.9,1.7,1.5,22.6,11.7,0.1,0.8,0.9,0.057,-3.8,0.2,-3.6,-0.3,1.6,3.5,0.469,0.6,1.5,0.388,1.1,2,0.527,0.55,0.2,0.4,0.556,1.2,2.2,3.3,1.5,0.6,0.3,1.1,2.2,4,jacksan01
Jarace Walker,21,IND,PF,48,1,803,11.9,0.581,0.513,0.241,2.6,18.8,10.8,11.4,2.6,2.3,17.1,16.7,0,1,1,0.059,-2.1,1.1,-1.1,0.2,2.3,4.8,0.47,0.9,2.5,0.378,1.3,2.4,0.566,0.567,0.7,1.2,0.625,0.4,2.9,3.2,1.5,0.9,0.4,1.1,1.7,6.2,walkeja02
Simone Fontecchio,29,DET,SF,45,0,800,9.4,0.544,0.613,0.248,4.3,13.7,9,6.5,1,1,11.7,15.9,0.3,0.6,0.9,0.052,-2.4,-1.1,-3.4,-0.3,2.1,5.3,0.399,1.1,3.2,0.336,1,2,0.5,0.502,1.1,1.3,0.814,0.7,2.2,2.9,0.9,0.4,0.2,0.8,1.3,6.4,fontesi01
Dean Wade,28,CLE,PF,35,26,799,11.3,0.555,0.832,0.14,4.9,19,12.1,8.2,1.8,1.8,5.5,10.8,1,1.1,2.1,0.127,-0.4,1.4,1,0.6,2.1,5.1,0.408,1.5,4.3,0.349,0.6,0.9,0.7,0.553,0.4,0.7,0.52,1,4.1,5.1,1.6,0.9,0.5,0.3,1.9,6,wadede01
Sam Merrill,28,CLE,SG,42,2,785,11.1,0.569,0.866,0.103,3,8,5.6,10.7,1.5,0.9,6.7,15.5,1.1,0.7,1.8,0.108,-0.4,0,-0.5,0.3,2.4,6,0.391,1.9,5.2,0.356,0.5,0.8,0.618,0.545,0.6,0.6,0.962,0.5,1.4,1.9,1.6,0.6,0.2,0.5,1.7,7.2,merrisa01
Luka Dončić,25,DAL,PG,22,22,785,24.6,0.584,0.455,0.313,2.2,22.4,12.6,36.6,2.7,1,12.4,32.8,1.8,1.1,2.9,0.177,5.6,1.3,7,1.8,9.8,21.2,0.464,3.4,9.6,0.354,6.4,11.5,0.555,0.544,5.1,6.6,0.767,0.7,7.6,8.3,7.8,2,0.4,3.4,2.6,28.1,doncilu01
Cole Anthony,24,ORL,PG,46,8,781,13.8,0.519,0.394,0.209,4.2,16.6,10,28.1,1.9,1.9,15.4,26.5,-0.3,1.2,0.9,0.057,-1.3,0.5,-0.8,0.2,3.4,8,0.421,1,3.2,0.317,2.4,4.8,0.489,0.484,1.3,1.7,0.792,0.7,2.3,2.9,2.8,0.6,0.3,1.6,2.2,9.1,anthoco01
Tari Eason,23,HOU,PF,33,1,778,18.9,0.556,0.327,0.228,9.5,19.5,14.3,6.8,3.8,3.4,8.3,19.2,1.2,1.8,3,0.183,1.1,3,4.2,1.2,4.3,9.2,0.472,1,3,0.343,3.3,6.2,0.534,0.528,1.5,2.1,0.739,2.2,4.2,6.3,1.1,1.8,0.9,0.9,2.4,11.2,easonta01
Trey Lyles,29,SAC,PF,39,2,775,11.9,0.539,0.683,0.193,6.2,20.4,13.3,6.3,1.5,2.4,8.9,14.3,0.5,0.8,1.4,0.084,-0.8,-0.4,-1.2,0.2,2.2,5.6,0.399,1.3,3.8,0.336,0.9,1.8,0.536,0.514,0.8,1.1,0.738,1.1,3.7,4.8,1,0.6,0.5,0.6,1.2,6.5,lylestr01
Ron Holland,19,DET,SF,50,1,772,10.5,0.544,0.375,0.235,3.8,16.2,10,7.3,1.8,0.9,12.9,18.4,0,0.8,0.8,0.05,-3.7,-0.1,-3.9,-0.4,2.4,5.3,0.458,0.5,2,0.263,1.9,3.3,0.576,0.508,1,1.2,0.79,0.5,2.3,2.8,0.8,0.6,0.1,0.9,1.8,6.3,hollaro01
Dereck Lively II,20,DAL,C,32,25,768,20.6,0.704,0,0.39,14.2,20.9,17.6,15.3,1.1,6.2,15.8,13.7,2.4,1,3.4,0.212,1.6,2.3,4,1.2,3.9,5.5,0.701,0,0,,3.9,5.5,0.701,0.701,1.4,2.2,0.638,3.1,4.8,7.8,2.6,0.5,1.7,1.2,2.9,9.1,livelde01
Jimmy Butler,35,MIA,PF,25,25,766,22.8,0.638,0.137,0.612,7.9,10.6,9.3,24.8,1.7,1.2,8.2,21,3,0.7,3.7,0.232,4.2,0.4,4.6,1.2,5.7,10.5,0.54,0.5,1.4,0.361,5.2,9.1,0.568,0.565,5.2,6.4,0.801,2.2,3,5.2,4.8,1.1,0.4,1.2,0.9,17,butleji01
Moses Moody,22,GSW,SG,42,5,765,12.9,0.588,0.619,0.223,2.8,9.5,6.1,8.9,1.3,1.6,8.1,19.1,0.8,0.6,1.5,0.092,-0.1,-0.6,-0.7,0.2,3.1,6.9,0.443,1.7,4.3,0.4,1.4,2.6,0.514,0.567,1.1,1.5,0.708,0.5,1.6,2.1,1.1,0.5,0.3,0.7,1.3,9,moodymo01
Vasilije Micić,31,CHO,PG,36,16,764,7,0.462,0.458,0.15,2.7,9.7,6.1,24.6,1,0,20.3,20.2,-1,0.4,-0.6,-0.038,-4.3,-2.3,-6.6,-0.9,2.6,7.6,0.348,1.3,3.5,0.36,1.4,4.1,0.338,0.43,0.9,1.1,0.829,0.6,1.9,2.4,3.5,0.4,0,2.1,1.2,7.5,micicva01
Jeremy Sochan,21,SAS,PF,28,19,758,15.8,0.582,0.169,0.286,9.9,19.2,14.6,14.2,1.7,1.8,14.8,18.9,0.8,0.8,1.6,0.102,-0.6,0.5,-0.1,0.4,4.8,9.1,0.525,0.5,1.5,0.326,4.3,7.6,0.566,0.553,1.9,2.6,0.712,2.5,5,7.5,2.6,0.9,0.6,1.8,2.4,11.9,sochaje01
Luke Kornet,29,BOS,C,45,6,755,19.2,0.682,0,0.415,14.3,17.6,15.9,12.1,1.5,5.1,10.2,10.8,2.6,1.3,3.8,0.244,1.5,2.1,3.5,1,2,3.2,0.648,0,0,,2,3.2,0.648,0.648,1,1.3,0.763,2.2,2.7,4.9,1.5,0.5,0.9,0.4,1.4,5.1,kornelu01
Garrison Mathews,28,ATL,SG,41,2,750,11.5,0.609,0.848,0.329,1.8,9.6,5.6,9.8,1.6,1.4,9.6,15.9,1,0.5,1.5,0.093,-1.3,-0.5,-1.8,0,2.2,5.6,0.394,1.9,4.8,0.393,0.3,0.9,0.4,0.561,1.5,1.9,0.829,0.3,1.6,1.9,1.3,0.6,0.3,0.7,1.8,7.9,mathega01
Chris Boucher,32,TOR,PF,43,0,748,19.5,0.633,0.522,0.248,7.9,19.5,13.7,5.1,1.5,3.1,7,21.7,1.6,0.7,2.3,0.147,3.5,-0.8,2.7,0.9,3.8,7.5,0.506,1.5,3.9,0.375,2.3,3.6,0.649,0.604,1.5,1.9,0.788,1.3,3.1,4.3,0.6,0.5,0.6,0.6,1.4,10.5,bouchch01
Zach Edey,22,MEM,C,36,29,747,18.2,0.626,0.156,0.284,17,21.6,19.3,6.2,1.5,5.1,16.4,17.9,1.3,1.3,2.5,0.162,-0.2,0.2,-0.1,0.4,4,6.9,0.58,0.4,1.1,0.359,3.6,5.9,0.621,0.608,1.3,2,0.676,3.3,4.3,7.6,1,0.7,1.2,1.5,2.7,9.8,edeyza01
Aaron Gordon,29,DEN,PF,28,19,747,15.3,0.631,0.325,0.367,6.8,12.8,9.9,12.7,0.8,0.7,12.3,18,1.5,0.4,1.9,0.121,1.4,-1.5,-0.1,0.3,4.5,8.6,0.521,1.1,2.8,0.41,3.3,5.8,0.574,0.588,2.5,3.1,0.795,1.6,3.3,4.8,2.6,0.5,0.2,1.4,1.6,12.6,gordoaa01
Jonathan Isaac,27,ORL,PF,45,0,745,16.8,0.504,0.479,0.31,12.5,22.4,17.1,4.6,2.4,7.4,6.5,17.2,0.6,1.7,2.2,0.143,-1,1.3,0.4,0.4,2.2,5.4,0.409,0.6,2.6,0.25,1.6,2.8,0.556,0.469,1.1,1.7,0.667,1.9,3,4.9,0.5,0.8,1.3,0.4,1.4,6.2,isaacjo01
Kristaps Porziņģis,29,BOS,C,26,26,744,23,0.613,0.452,0.347,6.2,20.6,13.4,11.5,1.4,5.1,5.8,25.3,2.2,1.3,3.5,0.228,4.2,1.3,5.5,1.4,6.4,13.6,0.469,2.5,6.2,0.406,3.9,7.5,0.521,0.561,4,4.7,0.837,1.7,5.4,7.1,2.1,0.8,1.6,1,2.8,19.2,porzikr01
Moussa Diabaté,23,CHO,C,40,4,742,15,0.601,0.016,0.397,16.8,22.5,19.6,5.6,1.9,3.7,20,10.5,0.9,1.1,1.9,0.124,-2.1,0.1,-2,0,1.9,3.2,0.603,0,0.1,0,1.9,3.1,0.613,0.603,0.7,1.3,0.52,3,3.8,6.8,0.7,0.7,0.7,0.9,1.6,4.5,diabamo01
Jordan Hawkins,22,NOP,SG,32,5,741,9.7,0.497,0.589,0.184,1.7,10.2,5.8,6,1.4,1.6,8,21.4,-0.4,0.1,-0.3,-0.02,-2.8,-3.1,-5.9,-0.7,3.7,10,0.364,1.9,5.9,0.328,1.7,4.1,0.417,0.461,1.5,1.8,0.831,0.4,2.1,2.5,0.9,0.7,0.4,0.9,0.8,10.8,hawkijo01
Jamal Shead,22,TOR,PG,44,0,737,9.1,0.517,0.439,0.127,1.8,5.8,3.8,28.4,1.6,0.7,21.3,17.5,-0.2,0.3,0.1,0.007,-3.2,-1.4,-4.6,-0.5,2.2,5.2,0.421,0.8,2.3,0.35,1.4,2.9,0.477,0.498,0.5,0.7,0.759,0.3,0.9,1.2,3.5,0.6,0.1,1.5,1.8,5.7,sheadja01
Jeremiah Robinson-Earl,24,NOP,PF,41,6,736,12.8,0.543,0.465,0.146,10.2,18.8,14.3,9.7,1.8,0.8,12.1,13.7,0.7,0.4,1.1,0.07,-1.3,-1.2,-2.5,-0.1,2.1,4.8,0.444,0.7,2.2,0.304,1.5,2.6,0.566,0.515,0.6,0.7,0.862,1.8,3,4.8,1.2,0.7,0.1,0.7,1.3,5.6,robinje02
Terance Mann,28,LAC,SG,37,12,732,10.5,0.533,0.385,0.164,4.9,11.3,8.1,11.2,1.9,1.5,10.7,13.8,0.4,1,1.4,0.095,-2.6,1.1,-1.5,0.1,2.4,5.3,0.446,0.7,2,0.347,1.6,3.2,0.508,0.513,0.6,0.9,0.719,0.9,2,2.9,1.6,0.8,0.3,0.7,1.8,6,mannte01
Eric Gordon,36,PHI,SG,36,13,723,11.7,0.615,0.675,0.251,0.9,5.8,3.2,11.4,1.7,1.6,10.5,14.5,0.8,0.3,1.2,0.077,-0.2,-0.7,-0.9,0.2,2.4,5.3,0.445,1.5,3.6,0.426,0.8,1.7,0.484,0.589,1,1.3,0.75,0.2,0.9,1.1,1.6,0.7,0.3,0.7,0.8,7.3,gordoer01
Ben Sheppard,23,IND,SG,35,8,718,8.6,0.545,0.695,0.075,3.8,10.3,7.1,8,1.3,1.2,6.3,11.6,0.5,0.4,1,0.065,-2.5,-0.3,-2.7,-0.1,2,5,0.408,1.2,3.5,0.355,0.8,1.5,0.528,0.532,0.3,0.4,0.846,0.7,1.9,2.6,1.3,0.6,0.3,0.3,2.2,5.6,sheppbe01
Vit Krejci,24,ATL,PG,35,15,711,10.6,0.572,0.665,0.141,1.9,10.9,6.3,16.6,1.7,2.2,13.3,13.4,0.5,0.5,1.1,0.073,-2,0.8,-1.2,0.1,2.4,5.5,0.435,1.3,3.6,0.37,1,1.8,0.563,0.558,0.5,0.8,0.704,0.4,2,2.4,2.5,0.7,0.5,0.9,2,6.6,krejcvi01
Jalen Smith,24,CHI,C,46,1,706,18.8,0.598,0.546,0.23,10,27.9,19.1,8.5,0.8,4.3,8,20.6,1.3,0.8,2.2,0.146,1.3,-0.8,0.5,0.4,3,6.3,0.467,1.2,3.5,0.346,1.8,2.9,0.614,0.562,1.2,1.5,0.836,1.5,4.2,5.6,0.9,0.3,0.8,0.6,1.5,8.3,smithja04
Kevon Looney,28,GSW,C,43,6,701,18.2,0.528,0.011,0.326,18,27,22.4,15.9,2.2,2.4,10.6,14.1,1.4,1.2,2.6,0.181,-0.4,1.1,0.6,0.5,2.2,4.3,0.522,0,0,0,2.2,4.2,0.527,0.522,0.7,1.4,0.5,2.9,4,6.9,1.8,0.7,0.4,0.6,2.2,5.2,looneke01
Kyle Filipowski,21,UTA,C,38,8,689,11.8,0.564,0.407,0.333,6.3,21.9,14.2,14.5,1.5,0.7,16.1,14.8,0.5,0.4,0.9,0.064,-2,0,-2,0,2.2,4.7,0.48,0.6,1.9,0.306,1.7,2.8,0.6,0.542,1,1.6,0.627,1,3.7,4.7,1.8,0.6,0.1,1,1.9,6,filipky01
Brice Sensabaugh,21,UTA,SF,38,1,687,13.2,0.601,0.607,0.121,3.9,12.2,8.1,11.5,1.6,0.4,15,22,0.4,0.2,0.6,0.039,0.1,-1.7,-1.6,0.1,3.5,7.6,0.459,1.8,4.6,0.386,1.7,3,0.57,0.576,0.9,0.9,0.943,0.6,2,2.7,1.3,0.6,0.1,1.4,1.4,9.7,sensabr01
Matas Buzelis,20,CHI,SF,49,0,683,11.3,0.55,0.488,0.171,4.8,15.9,10.4,4.1,0.7,5.2,10.1,17.6,0,0.6,0.7,0.046,-3.2,-0.8,-4,-0.3,2.1,4.9,0.429,0.9,2.4,0.376,1.2,2.5,0.48,0.521,0.7,0.8,0.829,0.6,2.2,2.8,0.4,0.2,0.8,0.6,1.4,5.8,buzelma01
Tyrese Martin,25,BRK,SG,32,6,681,10.2,0.521,0.603,0.117,5.6,16.4,10.8,12.9,1,0.7,13.7,18.8,-0.2,0.4,0.2,0.015,-1.4,-1.5,-2.9,-0.2,3,7.5,0.402,1.6,4.5,0.354,1.4,3,0.474,0.508,0.6,0.9,0.679,1.1,2.9,4,1.8,0.4,0.2,1.3,1.1,8.2,martity01
Jordan Clarkson,32,UTA,SG,26,3,665,15.4,0.542,0.447,0.289,2.7,10.8,6.8,23.8,1.7,1,13.1,28,0.4,0.2,0.6,0.043,1,-1.7,-0.6,0.2,5.4,13.2,0.412,2.1,5.9,0.359,3.3,7.3,0.455,0.493,3.1,3.8,0.818,0.6,2.5,3.2,3.7,0.9,0.3,2.2,1.5,16.1,clarkjo01
Nick Richards,27,2TM,C,30,17,659,16.3,0.609,0.012,0.657,12.2,29.4,20.7,8,0.7,5,18.4,17.7,0.7,0.9,1.6,0.115,-2.4,-0.3,-2.7,-0.1,3.2,5.7,0.558,0,0.1,0,3.2,5.7,0.565,0.558,2.6,3.8,0.69,2.5,5.9,8.4,1.2,0.3,1.1,1.7,2.5,9,richani01
Nick Richards,27,2TM,C,30,17,659,16.3,0.609,0.012,0.657,12.2,29.4,20.7,8,0.7,5,18.4,17.7,0.7,0.9,1.6,0.115,-2.4,-0.3,-2.7,-0.1,3,5.4,0.561,0,0,0,3,5.4,0.566,0.561,2.8,4.1,0.678,2.4,5.1,7.5,1.3,0.3,1.2,1.6,2.3,8.9,richani01
Nick Richards,27,2TM,C,30,17,659,16.3,0.609,0.012,0.657,12.2,29.4,20.7,8,0.7,5,18.4,17.7,0.7,0.9,1.6,0.115,-2.4,-0.3,-2.7,-0.1,3.6,6.4,0.552,0,0.1,0,3.6,6.3,0.561,0.552,2.1,2.9,0.731,2.7,7.8,10.4,0.8,0.2,0.9,1.9,2.9,9.2,richani01
